a11,a22,a33,a44,a21r,a31r,a32r,a41r,a42r,a43r,a21i,a31i,a32i,a41i,a42i,a43i,ptq0_11,ptq0_22,ptq0_21r,ptq0_21i,ptq1_11,ptq1_22,ptq1_21r,ptq1_21i,concurrence
0.2389625123032707,0.3365459809297417,0.2700660750441907,0.15442543172279694,-0.01273804681782217,0.03313130890794469,-0.12428979011444426,-0.02158600591851214,0.11481667525345077,-0.05628235856178799,0.19121496656474274,-0.12314216300679162,-0.09933486730554698,0.018233352549771566,0.05552396345442037,0.034958532548267224,0.5755084932330123,0.42449150676698766,0.14794798416139546,-0.06761819955237125,0.5090285873474614,0.49097141265253863,-0.06902040537961016,0.22617349911300996,0.10638559674464376
0.3529637283058049,0.28081526746156793,0.1532607870134225,0.21296021721920474,0.15361954149693863,-0.105115983364163,0.03922219887971361,-0.16962403836131582,0.010774018560445775,0.07172039855107008,0.08568146801692227,0.019226616402164252,0.08818894700619866,0.13632700337266238,0.07836044023342233,-0.048457189284093004,0.6337789957673728,0.36622100423262727,-0.09434196480371723,0.09758705663558657,0.5062245153192274,0.4937754846807727,0.22533994004800872,0.03722427873282926,0.15075570577265565
0.46832285740697455,0.2772981577215027,0.16796612209640663,0.08641286277511608,0.31528191046537113,-0.08425840021262171,-0.014457634934867266,-0.020058678950969088,-0.05351707020157733,-0.03014782424388328,-0.04860292559803072,0.0038517428315790426,-0.01272128865106464,0.03558609483523915,0.0697566161710622,0.05795685666234964,0.7456210151284772,0.2543789848715227,-0.13777547041419905,0.07360835900264125,0.6362889795033811,0.36371102049661874,0.28513408622148784,0.009353931064318921,0.11278688497309217
0.35969247223776823,0.17718988334058977,0.3350490090496163,0.12806863537202573,-0.033722976361453584,0.02852652228636433,-0.01658830300735376,-0.015808178368075444,0.08559070736408744,0.013976823416287178,-0.08483880133039419,-0.020432794077156115,0.01746114611550727,-0.025746551553203642,0.04302883586921765,-0.044000210650232324,0.536882355578358,0.46311764442164205,0.11411722965045178,0.022596041792061535,0.6947414812873846,0.3052585187126155,-0.019746152945166406,-0.12883901198062653,0.0
0.16803042609829516,0.287177435103316,0.3898805418720241,0.15491159692636486,-0.06381365980236083,-0.013907483023796694,0.11837390782481476,-0.009225743610744212,0.1431339552271824,0.06966833464407585,-0.09138149909150822,-0.055071072336306606,-0.1999227403968408,-0.07778001862802936,0.07475865592398466,0.13631377396394467,0.45520786120161116,0.544792138798389,0.1292264722033857,0.019687583587678054,0.5579109679703192,0.44208903202968086,0.005854674841715021,0.04493227487243645,0.4166880196009157
0.32209028551957974,0.10078182531096883,0.34161557082206817,0.23551231834738337,-0.07802240878111877,0.1650827236456624,-0.0997844334896428,-0.02225568000926664,-0.04297857243743643,0.1654621476088104,-0.06699190773442848,0.12129370071329192,0.09372124740421635,0.046306033385547035,0.017638432410164294,0.04079126162912589,0.42287211083054854,0.5771278891694516,0.12210415120822597,0.1389321331234562,0.6637058563416479,0.3362941436583522,0.08743973882769163,-0.026200646105302587,0.1454702241620061
0.32959537857064086,0.18802347131833072,0.18601880294658296,0.2963623471644454,-0.08680906224464689,-0.019184410042407368,0.021781731607176804,-0.01203690746385269,0.12469837458189796,0.09078480185488624,-0.0377479050806728,0.1305971664315707,0.010306609881557125,0.09295847483972981,-0.10762282359163446,-0.019283593371357963,0.5176188498889716,0.4823811501110284,0.10551396453949059,0.022974342839936254,0.5156141815172238,0.4843858184827762,0.003975739610239351,-0.05703149845203076,0.13392778263493954
0.2193736707988012,0.23557121658151364,0.19214619508554046,0.35290891753414466,-0.042929256174661604,-0.05337941013807928,0.05081101621481379,-0.1370681727903828,0.00046379385530140137,0.08319293732168077,-0.012849267238079191,-0.07962149758942617,0.08358754856842461,-0.09403074367952563,0.14923522945498757,0.07368241210479494,0.45494488738031486,0.5450551126196851,-0.052915616282777876,0.0696137318655614,0.41151986588434164,0.5884801341156582,0.04026368114701917,0.060833144866715747,0.12601325663681734
0.2274104793789249,0.34115684648287964,0.14894883443968274,0.2824838396985127,0.058284255619196305,-0.08039749624527948,-0.044713767540247314,0.07854416336587612,-0.07262790685583813,-0.10453328725001602,-0.04380591372753713,-0.07331307662789176,-0.15599354177111036,0.1321450061403888,0.16777557486211592,-0.123979783091047,0.5685673258618045,0.4314326741381954,-0.15302540310111762,0.09446249823422416,0.37635931381860765,0.6236406861813923,-0.04624903163081972,-0.16778569681858413,0.26710000765280406
0.1255885238667341,0.33087673336116213,0.36565065525265805,0.17788408751944568,-0.00553254920605306,-0.06614337335402753,0.014915402170845676,-0.016843368414257473,-0.036655025400232584,0.16843579581771093,0.045130278404003646,0.07740000214326319,0.11334123218328397,0.014357848614546333,0.19581854133318033,0.07266987678291445,0.4564652572278962,0.5435347427721038,-0.10279839875426011,0.27321854347644353,0.4912391791193922,0.5087608208806078,0.16290324661165786,0.1178001551869181,0.11197675893613393
0.41703704803577274,0.28438070880040894,0.21433364690599296,0.08424859625782535,0.01835009955983821,-0.1011366134709195,0.03225687320746337,-0.00297855758581773,-0.033843211956365686,-0.02374625843166333,0.12709247640695537,-0.023773919906907314,0.05321475458227742,0.04042389408952232,0.010839726692755748,0.09252661216800571,0.7014177568361817,0.2985822431638183,-0.13497982542728518,-0.012934193214151566,0.6313706949417657,0.3686293050582343,-0.005396158871825121,0.2196190885749611,0.0
0.19185525213339072,0.15947212707108496,0.3060974985319061,0.34257512226361825,0.026352183667366563,0.12246918779113575,0.061685384707639145,-0.09610191444247576,-0.15227126045075084,-0.15758824259075752,0.055315811750934855,-0.03128898559834848,0.005377164001973623,-0.15329817366002194,-0.019498319839698984,-0.19907998578602634,0.35132737920447565,0.6486726207955243,-0.029802072659615098,-0.050787305438047464,0.4979527506652968,0.5020472493347032,-0.13123605892339096,-0.14376417403509148,0.382677630398063
0.2434143775412425,0.34323866043742185,0.08212768001726696,0.3312192820040686,-0.10431674657671516,-0.044227667346726854,0.0018277834299320998,0.07155921244842485,-0.07027069743604605,0.04168414693149323,0.023100184582614657,0.021235890716891186,0.045540487475999585,-0.024047583866475927,0.0944964047189339,-0.10395051363745741,0.5866530379786643,0.41334696202133553,-0.11449836478277291,0.11573229543582508,0.32554205755850946,0.6744579424414905,-0.06263259964522194,-0.08085032905484275,0.0
0.42987822157972444,0.23633721809429648,0.13969882895553162,0.19408573137044752,-0.042861861752972207,-0.1085970001903225,-0.09765005638604209,0.12141007742489353,-0.11369734589672789,-0.05314786540353622,-0.08662605016286477,0.015397740131039426,-0.014196657797200517,0.010466006333902388,-0.0466399836370085,0.028636377483556963,0.666215439674021,0.33378456032597914,-0.2222943460870504,-0.03124224350596907,0.5695770505352561,0.430422949464744,-0.09600972715650843,-0.05798967267930781,0.0
