a11,a22,a33,a44,a21r,a31r,a32r,a41r,a42r,a43r,a21i,a31i,a32i,a41i,a42i,a43i,ptq0_11,ptq0_22,ptq0_21r,ptq0_21i,ptq1_11,ptq1_22,ptq1_21r,ptq1_21i,concurrence
0.3306729795437319,0.5148625781246046,0.11141846553711895,0.043045976794544506,-0.40067179931493246,-0.17410690785321614,0.18687850614554763,-0.08803733722176987,0.0826747399571765,0.0660307414817772,0.09855583188104568,-0.08080755294612903,0.1498052814754439,-0.08052061014996563,0.12380488666989009,0.020881998500174425,0.8455355576683365,0.15446444233166345,-0.09143216789603964,0.042997333723761064,0.44209144508085085,0.557908554919149,-0.33464105783315523,0.1194378303812201,0.6939641560974027
0.3303765105285874,0.06740641680974856,0.38033622565712444,0.2218808470045393,-0.1290086682349487,0.1755475809740794,-0.1384677253907323,0.05073877813794451,0.040568252574376,-0.22094242597777242,0.07500840148333514,-0.30795649347653514,0.08039770630812465,0.26595074051326784,-0.11537074905863125,0.18861009596087086,0.397782927338336,0.6022170726616638,0.2161158335484554,-0.4233272425351664,0.7107127361857118,0.2892872638142879,-0.3499510942127211,0.263618497444206,0.23357791717820797
0.11851664593592304,0.723597168170895,0.05496103344308765,0.1029251524500944,-0.2574274929600926,-0.020669917267486834,-0.04700119110714439,-0.10801233222863435,0.2617722465525699,0.0036593199091607916,0.13960442417283203,-0.07801635636840581,0.19380540806095625,0.0230581859078258,0.0771468714937067,-0.07512311311272285,0.8421138141068181,0.15788618589318204,0.24110232928508307,-0.0008694848746991085,0.17347767937901068,0.8265223206209894,-0.2537681730509318,0.06448131106010918,0.5470906588413949
0.13510146421935065,0.6864971822875596,0.1707500427402932,0.007651310752795937,0.22656592621438965,0.07202688746994712,-0.08063362397138578,-0.018761092099385788,-0.07079223591316376,0.01584050170584421,-0.20350591045009855,0.13371876559077972,0.3327426060815369,0.026109858466455874,0.015526191001526551,0.03248907729939892,0.8215986465069103,0.17840135349308914,0.0012346515567833588,0.14924495659230627,0.30585150695964386,0.6941484930403555,0.24240642792023387,-0.17101683315069963,0.7051204896665677
0.2856295574450175,0.12429749459155415,0.1446364203084564,0.44543652765497216,-0.14046306475355153,-0.17661007917191002,0.13108682347215722,0.35413782323886583,-0.1928919897983126,-0.23398075421373438,-0.12559126487041072,-0.10060475464920941,-0.02818136588264669,0.04261737222744764,0.13475653846371327,0.09838369525595153,0.40992705203657165,0.5900729479634286,-0.36950206897022264,0.03415178381450386,0.43026597775347386,0.5697340222465264,-0.3744438189672859,-0.027207569614459193,0.6455656034523883
0.28968362346773874,0.2873417989600419,0.18076627606689244,0.2422083015053268,0.02665000752357184,0.22667868697556592,-0.01021965624307677,0.08774799937984802,-0.23977910563558855,0.0956967523654015,0.28727685356721144,-0.03133373139063363,-0.22767798660090482,-0.24992812370532416,-0.11001158838137964,-0.18607854331523568,0.5770254224277807,0.42297457757221923,-0.013100418660022622,-0.14134531977201328,0.4704498995346312,0.5295501004653687,0.12234675988897334,0.10119831025197576,0.9463972844527915
0.3217874799046905,0.19864014540511948,0.22984738056267928,0.24972499412751098,-0.0792300551993034,-0.2548534588818496,0.13357786110336625,-0.16000236928214825,-0.13519653892057223,0.057687718686326314,-0.240088546480106,-0.09493009980989327,-0.16677491453754742,0.23400345799497163,-0.17699521182416092,-0.23253120838718863,0.5204276253098099,0.47957237469019026,-0.3900499978024219,-0.2719253116340542,0.5516348604673698,0.44836513953263046,-0.021542336512977087,-0.47261975486729463,0.3065963837678018
0.38808497882400145,0.2270241900176108,0.25190410411970815,0.13298672703867925,-0.2070673220650009,0.21117038914676528,0.013684186502061275,-0.07571357356559888,-0.07697731176933358,-0.1684594691053332,-0.2126682912621196,-0.2305802802942604,0.23874896489757905,0.21419058318377523,-0.1557745083825209,0.07156332582573253,0.6151091688416123,0.3848908311583874,0.1341930773774317,-0.3863547886767813,0.6399890829437096,0.36001091705629007,-0.37552679117033405,-0.14110496543638706,0.5271511021501517
0.031251426582027494,0.17776641050143194,0.23459535116773664,0.5563868117488044,-0.06897779125936225,0.08420020356325725,-0.19989640412653295,-0.09903786068028173,0.1399237363481293,-0.2235205173244017,0.02824036542815816,-0.015548797812355835,-0.04176842245875789,-0.08705965627343829,0.2816526839589854,-0.28383857705100624,0.20901783708345945,0.7909821629165411,0.22412393991138654,0.26610388614662955,0.2658467777497641,0.7341532222502364,-0.29249830858376397,-0.25559821162284807,0.42088744351450574
0.24686822124733476,0.18120571780038816,0.1749251052045126,0.3970009557477648,-0.1954014612118487,-0.18533056336538,0.17751482863411935,0.10872037915919026,0.010206161111733796,0.0301657846756869,0.08094567431001314,0.09400016944671849,-0.01363506013523078,0.29357588275337687,-0.2680199198363345,-0.26179277947523666,0.42807393904772295,0.5719260609522774,-0.1751244022536462,-0.174019750389616,0.42179332645184736,0.5782066735481529,-0.1652356765361618,-0.1808471051652235,0.8576134392155941
